comparison,FEATURE_ID,c1_num_reps,c2_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,H3_independence_Bayes_evidence,g1_c1_sampleprop,g1_c1_theta,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_theta,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,alpha1_postmean,alpha2_postmean,c1_flag_analyze,c2_flag_analyze
line,fusion_id,3,3,252,232,124,220,273,141,0.8,0.8,0.8,0.8,0.112,0.5207,0.5189,0.4551,0.5825,0.5613,0,0.4462,0.4482,0.3872,0.5114,0.112,0,0.9649,1.1124,1,1
line,fusion_id,3,3,284,277,126,218,196,126,0.8,0.8,0.8,0.8,0.7253,0.5062,0.505,0.4287,0.5803,0.8893,0,0.5266,0.5225,0.4382,0.6042,0.5873,0,0.9929,0.9591,1,1
line,fusion_id,3,3,232,229,108,261,285,109,0.8,0.8,0.8,0.8,0.6867,0.5033,0.5022,0.4291,0.5751,0.942,0,0.478,0.4811,0.4155,0.5492,0.5587,0,0.9982,1.0411,1,1
line,fusion_id,3,3,249,208,117,233,255,104,0.8,0.8,0.8,0.8,0.1847,0.5449,0.5418,0.4754,0.6084,0.2073,0,0.4775,0.4795,0.4143,0.5466,0.4927,0,0.9214,1.0444,1,1
line,fusion_id,3,3,228,201,125,193,199,95,0.8,0.8,0.8,0.8,0.4927,0.5315,0.5293,0.4502,0.6022,0.428,0,0.4923,0.494,0.42,0.5681,0.8653,0,0.9455,1.0152,1,1
line,fusion_id,3,3,225,305,114,229,225,113,0.8,0.8,0.8,0.8,0.1233,0.4245,0.4309,0.3684,0.494,0.036,1,0.5044,0.5041,0.438,0.5688,0.89,0,1.1525,0.9941,1,1
line,fusion_id,3,3,296,246,126,253,254,119,0.8,0.8,0.8,0.8,0.3327,0.5461,0.5432,0.4757,0.6067,0.1827,0,0.499,0.4979,0.4273,0.5697,0.9567,0,0.9187,1.0069,1,1
line,fusion_id,3,3,212,256,106,217,297,122,0.8,0.8,0.8,0.8,0.6113,0.453,0.4569,0.3858,0.5314,0.2473,0,0.4222,0.4314,0.3655,0.5027,0.06,0,1.0938,1.1518,1,1
line,fusion_id,3,3,275,251,108,225,197,106,0.8,0.8,0.8,0.8,0.9047,0.5228,0.5216,0.4495,0.5939,0.5587,0,0.5332,0.5279,0.4519,0.6026,0.462,0,0.96,0.9482,1,1
line,fusion_id,3,3,251,223,127,268,235,134,0.8,0.8,0.8,0.8,0.9313,0.5295,0.527,0.4581,0.5926,0.4353,0,0.5328,0.531,0.4605,0.5999,0.3713,0,0.9494,0.9418,1,1
line,fusion_id,3,3,222,207,86,221,259,124,0.8,0.8,0.8,0.8,0.3727,0.5175,0.5134,0.4331,0.5931,0.742,0,0.4604,0.4648,0.3862,0.5486,0.3607,0,0.9765,1.0771,1,1
line,fusion_id,3,3,241,239,119,270,205,135,0.8,0.8,0.8,0.8,0.1993,0.5021,0.5001,0.4308,0.5677,0.992,0,0.5684,0.5636,0.4947,0.6319,0.0707,0,1.0022,0.8816,1,1
line,fusion_id,3,3,242,262,104,238,282,108,0.8,0.8,0.8,0.8,0.6273,0.4802,0.4829,0.4187,0.5519,0.5993,0,0.4577,0.4607,0.3979,0.5265,0.2267,0,1.0374,1.0846,1,1
line,fusion_id,3,3,227,232,100,225,228,133,0.8,0.8,0.8,0.8,0.9767,0.4946,0.4962,0.4106,0.5831,0.9247,0,0.4967,0.4973,0.4104,0.5835,0.952,0,1.0117,1.0094,1,1
line,fusion_id,3,3,235,233,137,221,228,120,0.8,0.8,0.8,0.8,0.8553,0.5021,0.5015,0.4341,0.5729,0.9647,0,0.4922,0.494,0.4263,0.561,0.8613,0,0.9994,1.0145,1,1
line,fusion_id,3,3,246,198,122,273,260,96,0.8,0.8,0.8,0.8,0.492,0.5541,0.5475,0.4689,0.6217,0.2207,0,0.5122,0.5116,0.4427,0.5819,0.748,0,0.9116,0.9795,1,1
line,fusion_id,3,3,248,242,117,283,209,135,0.8,0.8,0.8,0.8,0.1547,0.5061,0.5066,0.4412,0.5692,0.8347,0,0.5752,0.5717,0.5101,0.6305,0.0213,1,0.9889,0.8668,1,1
line,fusion_id,3,3,232,224,88,236,194,118,0.8,0.8,0.8,0.8,0.4453,0.5088,0.5072,0.4372,0.5715,0.7993,0,0.5488,0.5447,0.4688,0.6152,0.23,0,0.9878,0.9165,1,1
line,fusion_id,3,3,244,190,117,230,235,114,0.8,0.8,0.8,0.8,0.1713,0.5622,0.5572,0.4921,0.6174,0.08,0,0.4946,0.4955,0.4306,0.5602,0.9013,0,0.893,1.0113,1,1
line,fusion_id,3,3,235,210,110,241,217,126,0.8,0.8,0.8,0.8,0.9933,0.5281,0.5229,0.4478,0.6004,0.532,0,0.5262,0.5233,0.4454,0.5977,0.5207,0,0.9578,0.957,1,1
line,fusion_id,3,3,268,280,108,223,271,131,0.8,0.8,0.8,0.8,0.4567,0.4891,0.4898,0.426,0.5538,0.772,0,0.4514,0.4552,0.3899,0.5225,0.1747,0,1.0229,1.097,1,1
line,fusion_id,3,3,209,281,131,281,238,103,0.8,0.8,0.8,0.8,0.0727,0.4265,0.4342,0.3597,0.5122,0.1,0,0.5414,0.5328,0.4547,0.6084,0.3953,0,1.1462,0.9389,1,1
line,fusion_id,3,3,236,239,124,242,251,130,0.8,0.8,0.8,0.8,0.886,0.4968,0.4979,0.4262,0.5687,0.9573,0,0.4909,0.4906,0.4227,0.5607,0.7853,0,1.0069,1.0217,1,1
line,fusion_id,3,3,241,275,116,280,262,119,0.8,0.8,0.8,0.8,0.3113,0.4671,0.4696,0.4111,0.5329,0.346,0,0.5166,0.5151,0.4536,0.5758,0.62,0,1.0652,0.972,1,1
line,fusion_id,3,3,239,240,107,267,250,132,0.8,0.8,0.8,0.8,0.7913,0.499,0.5003,0.4289,0.5727,1,0,0.5164,0.514,0.4403,0.5899,0.7147,0,1.0021,0.975,1,1
line,fusion_id,3,3,276,194,114,218,254,134,0.8,0.8,0.8,0.8,0.02,0.5872,0.578,0.5104,0.6398,0.0253,1,0.4619,0.4628,0.3923,0.5363,0.2973,0,0.8558,1.0807,1,1
line,fusion_id,3,3,214,249,117,197,213,129,0.8,0.8,0.8,0.8,0.7547,0.4622,0.4658,0.3989,0.5311,0.3193,0,0.4805,0.4813,0.4096,0.5547,0.5873,0,1.0737,1.0411,1,1
line,fusion_id,3,3,239,297,125,194,249,123,0.8,0.8,0.8,0.8,0.8793,0.4459,0.4497,0.3855,0.5157,0.1347,0,0.4379,0.4428,0.3748,0.5106,0.1033,0,1.1091,1.1252,1,1
line,fusion_id,3,3,251,262,126,274,255,117,0.8,0.8,0.8,0.8,0.5927,0.4893,0.4899,0.4203,0.5582,0.7907,0,0.518,0.5159,0.4448,0.5827,0.6673,0,1.023,0.971,1,1
line,fusion_id,3,3,211,268,123,223,241,113,0.8,0.8,0.8,0.8,0.4053,0.4405,0.4446,0.3799,0.5099,0.0933,0,0.4806,0.482,0.4192,0.5456,0.556,0,1.1208,1.0389,1,1
line,fusion_id,3,3,189,287,96,202,216,112,0.8,0.8,0.8,0.8,0.094,0.3971,0.4052,0.3431,0.4695,0.0087,1,0.4833,0.4842,0.4158,0.5515,0.6413,0,1.2152,1.0347,1,1
line,fusion_id,3,3,224,276,128,224,247,121,0.8,0.8,0.8,0.8,0.5727,0.448,0.451,0.3882,0.5154,0.1207,0,0.4756,0.4767,0.4154,0.5388,0.454,0,1.1061,1.0502,1,1
line,fusion_id,3,3,234,213,136,267,237,126,0.8,0.8,0.8,0.8,0.9093,0.5235,0.5224,0.4513,0.5912,0.5167,0,0.5298,0.5275,0.4618,0.5927,0.414,0,0.9584,0.9483,1,1
line,fusion_id,3,3,223,236,141,190,238,125,0.8,0.8,0.8,0.8,0.474,0.4858,0.4851,0.4154,0.5579,0.6567,0,0.4439,0.4489,0.3773,0.5185,0.1373,0,1.0332,1.1114,1,1
line,fusion_id,3,3,227,242,120,280,226,127,0.8,0.8,0.8,0.8,0.1673,0.484,0.4856,0.4188,0.5525,0.6607,0,0.5534,0.5503,0.4827,0.6139,0.1273,0,1.0318,0.9055,1,1
line,fusion_id,3,3,273,264,145,221,245,107,0.8,0.8,0.8,0.8,0.5327,0.5084,0.5083,0.4405,0.5775,0.8147,0,0.4742,0.4773,0.4121,0.5497,0.5233,0,0.9859,1.0493,1,1
line,fusion_id,3,3,234,196,126,200,249,112,0.8,0.8,0.8,0.8,0.0673,0.5442,0.5412,0.4733,0.6119,0.2427,0,0.4454,0.4501,0.385,0.518,0.1447,0,0.9227,1.1086,1,1
line,fusion_id,3,3,259,213,97,240,257,147,0.8,0.8,0.8,0.8,0.26,0.5487,0.5416,0.473,0.6073,0.2367,0,0.4829,0.4828,0.4075,0.5586,0.6367,0,0.9219,1.0385,1,1
line,fusion_id,3,3,220,203,115,255,256,118,0.8,0.8,0.8,0.8,0.678,0.5201,0.5183,0.448,0.5861,0.5733,0,0.499,0.4989,0.4334,0.5632,0.9633,0,0.9662,1.0044,1,1
line,fusion_id,3,3,215,217,128,237,220,138,0.8,0.8,0.8,0.8,0.8147,0.4977,0.499,0.4239,0.5763,0.9713,0,0.5186,0.5128,0.4311,0.5924,0.7447,0,1.0052,0.9778,1,1
line,fusion_id,3,3,258,246,99,234,246,135,0.8,0.8,0.8,0.8,0.6333,0.5119,0.5107,0.4479,0.5772,0.7593,0,0.4875,0.4887,0.4165,0.559,0.7447,0,0.9809,1.0256,1,1
line,fusion_id,3,3,280,258,137,248,230,120,0.8,0.8,0.8,0.8,0.9347,0.5204,0.5205,0.4568,0.5849,0.5273,0,0.5188,0.5163,0.4493,0.5802,0.6027,0,0.9617,0.9698,1,1
line,fusion_id,3,3,234,289,146,279,243,122,0.8,0.8,0.8,0.8,0.0967,0.4474,0.4501,0.383,0.5232,0.1667,0,0.5345,0.5328,0.4655,0.5997,0.328,0,1.1088,0.9382,1,1
line,fusion_id,3,3,201,233,124,225,238,105,0.8,0.8,0.8,0.8,0.6827,0.4631,0.4668,0.3912,0.5452,0.3853,0,0.486,0.489,0.4136,0.5673,0.776,0,1.0727,1.0257,1,1
line,fusion_id,3,3,242,257,114,246,222,108,0.8,0.8,0.8,0.8,0.4873,0.485,0.4862,0.4146,0.5593,0.7087,0,0.5256,0.5224,0.4501,0.5953,0.5327,0,1.031,0.9587,1,1
line,fusion_id,3,3,224,236,148,220,234,147,0.8,0.8,0.8,0.8,0.9887,0.487,0.4883,0.3877,0.5903,0.8147,0,0.4846,0.487,0.3846,0.5896,0.7753,0,1.0295,1.0321,1,1
line,fusion_id,3,3,289,262,103,251,213,109,0.8,0.8,0.8,0.8,0.8053,0.5245,0.5197,0.4429,0.5951,0.592,0,0.5409,0.5334,0.4495,0.6159,0.4253,0,0.964,0.9383,1,1
line,fusion_id,3,3,202,251,117,220,264,126,0.8,0.8,0.8,0.8,0.882,0.4459,0.4503,0.3864,0.517,0.1467,0,0.4545,0.4578,0.3939,0.5239,0.2127,0,1.108,1.0914,1,1
line,fusion_id,3,3,200,286,98,187,274,130,0.8,0.8,0.8,0.8,0.8573,0.4115,0.4231,0.3538,0.495,0.0413,1,0.4056,0.4133,0.3397,0.4899,0.026,1,1.1719,1.1963,1,1
line,fusion_id,3,3,249,237,129,226,279,113,0.8,0.8,0.8,0.8,0.3287,0.5123,0.5117,0.4269,0.5963,0.7793,0,0.4475,0.4569,0.3774,0.5379,0.2747,0,0.9803,1.0946,1,1
line,fusion_id,3,3,212,253,155,269,214,112,0.8,0.8,0.8,0.8,0.0953,0.4559,0.4578,0.3818,0.5332,0.3067,0,0.5569,0.5489,0.4727,0.6184,0.186,0,1.0922,0.9087,1,1
line,fusion_id,3,3,256,238,107,230,198,108,0.8,0.8,0.8,0.8,0.71,0.5182,0.5155,0.4428,0.5859,0.6533,0,0.5374,0.534,0.4612,0.6058,0.344,0,0.9718,0.9364,1,1
line,fusion_id,3,3,265,268,118,241,239,126,0.8,0.8,0.8,0.8,0.9107,0.4972,0.4966,0.4287,0.564,0.924,0,0.5021,0.5015,0.4295,0.5735,0.9647,0,1.0092,0.9997,1,1
line,fusion_id,3,3,227,242,125,218,245,124,0.8,0.8,0.8,0.8,0.8187,0.484,0.4839,0.4184,0.5516,0.6373,0,0.4708,0.4731,0.4071,0.5391,0.4087,0,1.0353,1.0579,1,1
line,fusion_id,3,3,248,276,129,275,228,111,0.8,0.8,0.8,0.8,0.2233,0.4733,0.4757,0.4028,0.5493,0.504,0,0.5467,0.5402,0.4663,0.6112,0.268,0,1.0529,0.9247,1,1
line,fusion_id,3,3,229,243,151,210,282,112,0.8,0.8,0.8,0.8,0.322,0.4852,0.487,0.4131,0.5634,0.74,0,0.4268,0.4348,0.3677,0.5054,0.0653,0,1.0296,1.1437,1,1
line,fusion_id,3,3,202,280,149,234,313,121,0.8,0.8,0.8,0.8,0.8667,0.4191,0.4244,0.3588,0.4913,0.028,1,0.4278,0.4329,0.3731,0.4981,0.044,1,1.1684,1.1476,1,1
line,fusion_id,3,3,245,260,131,252,212,140,0.8,0.8,0.8,0.8,0.2913,0.4851,0.4859,0.418,0.5557,0.6787,0,0.5431,0.5394,0.468,0.6071,0.2627,0,1.0314,0.9261,1,1
line,fusion_id,3,3,277,200,123,245,284,114,0.8,0.8,0.8,0.8,0.024,0.5807,0.5733,0.5044,0.6402,0.036,1,0.4631,0.4655,0.4018,0.5308,0.2873,0,0.8643,1.0741,1,1
line,fusion_id,3,3,225,226,115,252,239,155,0.8,0.8,0.8,0.8,0.7753,0.4989,0.4976,0.4246,0.5715,0.9453,0,0.5132,0.5125,0.4408,0.5839,0.708,0,1.0076,0.9779,1,1
line,fusion_id,3,3,246,268,142,210,258,111,0.8,0.8,0.8,0.8,0.5953,0.4786,0.4797,0.411,0.5516,0.5467,0,0.4487,0.4545,0.3873,0.5243,0.1827,0,1.0443,1.0987,1,1
line,fusion_id,3,3,228,231,116,234,245,98,0.8,0.8,0.8,0.8,0.88,0.4967,0.4973,0.4255,0.5672,0.9267,0,0.4885,0.4893,0.4218,0.5587,0.742,0,1.008,1.0242,1,1
line,fusion_id,3,3,250,245,117,203,259,139,0.8,0.8,0.8,0.8,0.2387,0.5051,0.5052,0.4351,0.5783,0.918,0,0.4394,0.4432,0.3677,0.518,0.1313,0,0.9923,1.1252,1,1
line,fusion_id,3,3,223,233,120,210,269,137,0.8,0.8,0.8,0.8,0.3067,0.489,0.4902,0.4204,0.5572,0.7687,0,0.4384,0.4409,0.3711,0.5111,0.0953,0,1.0223,1.1297,1,1
line,fusion_id,3,3,197,206,105,269,286,109,0.8,0.8,0.8,0.8,0.954,0.4888,0.4901,0.4166,0.5648,0.7953,0,0.4847,0.4863,0.4205,0.5513,0.6787,0,1.023,1.0302,1,1
line,fusion_id,3,3,235,179,119,268,253,111,0.8,0.8,0.8,0.8,0.366,0.5676,0.5613,0.4849,0.6338,0.114,0,0.5144,0.5133,0.4442,0.5829,0.6993,0,0.8861,0.976,1,1
line,fusion_id,3,3,210,234,110,236,193,131,0.8,0.8,0.8,0.8,0.314,0.473,0.479,0.3886,0.5715,0.6487,0,0.5501,0.546,0.4491,0.638,0.3333,0,1.0481,0.9155,1,1
line,fusion_id,3,3,265,230,99,232,230,109,0.8,0.8,0.8,0.8,0.494,0.5354,0.5323,0.4674,0.5949,0.3127,0,0.5022,0.5016,0.4365,0.5687,0.9647,0,0.9392,0.9991,1,1
line,fusion_id,3,3,234,209,136,285,266,140,0.8,0.8,0.8,0.8,0.866,0.5282,0.5237,0.4363,0.6109,0.5807,0,0.5172,0.5152,0.4312,0.5985,0.6787,0,0.9572,0.9732,1,1
line,fusion_id,3,3,238,255,123,267,233,122,0.8,0.8,0.8,0.8,0.2907,0.4828,0.4839,0.4229,0.5447,0.616,0,0.534,0.5319,0.469,0.5946,0.3033,0,1.0349,0.9397,1,1
line,fusion_id,3,3,266,235,103,231,206,127,0.8,0.8,0.8,0.8,0.9933,0.5309,0.5268,0.458,0.5951,0.422,0,0.5286,0.5267,0.4553,0.5986,0.4547,0,0.9498,0.9502,1,1
line,fusion_id,3,3,215,231,126,247,223,155,0.8,0.8,0.8,0.8,0.3967,0.4821,0.4833,0.4085,0.559,0.6427,0,0.5255,0.5258,0.454,0.5995,0.4873,0,1.0371,0.9521,1,1
line,fusion_id,3,3,252,267,134,255,250,127,0.8,0.8,0.8,0.8,0.7347,0.4855,0.4863,0.4148,0.5574,0.69,0,0.505,0.5043,0.4344,0.5739,0.8967,0,1.0307,0.994,1,1
line,fusion_id,3,3,228,224,118,243,239,123,0.8,0.8,0.8,0.8,0.994,0.5044,0.5035,0.4301,0.5777,0.9307,0,0.5041,0.5032,0.432,0.5729,0.9253,0,0.9957,0.9962,1,1
line,fusion_id,3,3,223,178,132,276,230,105,0.8,0.8,0.8,0.8,0.8227,0.5561,0.5497,0.4582,0.6336,0.2713,0,0.5455,0.5375,0.4632,0.6115,0.332,0,0.908,0.9301,1,1
line,fusion_id,3,3,220,221,118,229,232,102,0.8,0.8,0.8,0.8,0.9173,0.4989,0.5016,0.4221,0.5835,0.9673,0,0.4967,0.4964,0.4188,0.5731,0.918,0,1.0001,1.0104,1,1
line,fusion_id,3,3,251,225,121,249,207,108,0.8,0.8,0.8,0.8,0.744,0.5273,0.5273,0.4618,0.5923,0.3973,0,0.5461,0.5423,0.4792,0.6055,0.1773,0,0.9487,0.9203,1,1
line,fusion_id,3,3,210,201,153,212,268,111,0.8,0.8,0.8,0.8,0.3187,0.5109,0.5087,0.4187,0.5957,0.8427,0,0.4417,0.4486,0.3708,0.5305,0.2047,0,0.9866,1.1132,1,1
line,fusion_id,3,3,288,238,121,206,309,109,0.8,0.8,0.8,0.8,0.008,0.5475,0.5444,0.4768,0.6098,0.174,0,0.4,0.4108,0.3498,0.4806,0.012,1,0.9165,1.2015,1,1
line,fusion_id,3,3,255,221,113,262,271,140,0.8,0.8,0.8,0.8,0.4987,0.5357,0.5297,0.4481,0.6047,0.4127,0,0.4916,0.4945,0.4166,0.5695,0.8713,0,0.9449,1.0142,1,1
line,fusion_id,3,3,230,251,113,234,262,129,0.8,0.8,0.8,0.8,0.994,0.4782,0.4772,0.4019,0.5522,0.5447,0,0.4718,0.4776,0.4052,0.5509,0.5353,0,1.0501,1.0491,1,1
line,fusion_id,3,3,222,237,122,231,245,96,0.8,0.8,0.8,0.8,0.95,0.4837,0.4846,0.42,0.548,0.63,0,0.4853,0.4868,0.4265,0.5459,0.67,0,1.0337,1.0289,1,1
line,fusion_id,3,3,228,216,141,241,279,129,0.8,0.8,0.8,0.8,0.4067,0.5135,0.5118,0.4323,0.5934,0.7733,0,0.4635,0.4664,0.388,0.5419,0.3793,0,0.9798,1.0735,1,1
line,fusion_id,3,3,250,240,115,239,260,135,0.8,0.8,0.8,0.8,0.56,0.5102,0.508,0.4383,0.5765,0.8033,0,0.479,0.4807,0.4141,0.5476,0.5853,0,0.9865,1.042,1,1
line,fusion_id,3,3,210,184,146,242,265,118,0.8,0.8,0.8,0.8,0.41,0.533,0.5294,0.4403,0.6222,0.5147,0,0.4773,0.4797,0.3999,0.5638,0.6093,0,0.9463,1.0454,1,1
line,fusion_id,3,3,218,247,127,260,275,123,0.8,0.8,0.8,0.8,0.7767,0.4688,0.4715,0.398,0.5439,0.468,0,0.486,0.4867,0.4118,0.5605,0.7113,0,1.0621,1.0301,1,1
line,fusion_id,3,3,266,238,110,202,226,100,0.8,0.8,0.8,0.8,0.2987,0.5278,0.5259,0.4585,0.5924,0.4347,0,0.472,0.4757,0.4073,0.5454,0.492,0,0.9515,1.0527,1,1
line,fusion_id,3,3,231,266,120,218,226,120,0.8,0.8,0.8,0.8,0.628,0.4648,0.4682,0.402,0.5385,0.3487,0,0.491,0.4923,0.4219,0.5639,0.816,0,1.0686,1.0182,1,1
line,fusion_id,3,3,246,262,121,236,218,122,0.8,0.8,0.8,0.8,0.5293,0.4843,0.4863,0.4155,0.5586,0.7047,0,0.5198,0.5183,0.4426,0.59,0.6213,0,1.0308,0.9666,1,1
line,fusion_id,3,3,231,176,135,209,266,123,0.8,0.8,0.8,0.8,0.0453,0.5676,0.5624,0.48,0.6427,0.1393,0,0.44,0.4447,0.3711,0.5226,0.1467,0,0.8845,1.1215,1,1
line,fusion_id,3,3,218,232,122,236,218,97,0.8,0.8,0.8,0.8,0.5687,0.4844,0.4859,0.4128,0.5612,0.7027,0,0.5198,0.5172,0.4448,0.59,0.6447,0,1.0317,0.9686,1,1
line,fusion_id,3,3,245,227,125,235,241,116,0.8,0.8,0.8,0.8,0.6767,0.5191,0.5176,0.446,0.5957,0.646,0,0.4937,0.494,0.4169,0.5683,0.882,0,0.9681,1.0152,1,1
line,fusion_id,3,3,237,270,112,239,242,133,0.8,0.8,0.8,0.8,0.552,0.4675,0.4694,0.4062,0.5335,0.33,0,0.4969,0.4965,0.4281,0.564,0.932,0,1.0656,1.0094,1,1
line,fusion_id,3,3,197,280,104,217,217,104,0.8,0.8,0.8,0.8,0.116,0.413,0.4203,0.353,0.4927,0.0307,1,0.5,0.5005,0.427,0.5752,0.9893,0,1.1783,1.0018,1,1
line,fusion_id,3,3,259,243,101,259,237,120,0.8,0.8,0.8,0.8,0.9053,0.5159,0.5142,0.4477,0.5804,0.674,0,0.5222,0.52,0.4486,0.5906,0.586,0,0.9741,0.963,1,1
line,fusion_id,3,3,237,252,97,195,269,108,0.8,0.8,0.8,0.8,0.2793,0.4847,0.4889,0.4099,0.5674,0.762,0,0.4203,0.4283,0.3493,0.5129,0.0813,0,1.0259,1.1604,1,1
line,fusion_id,3,3,238,228,124,205,216,122,0.8,0.8,0.8,0.8,0.7193,0.5107,0.5097,0.4389,0.5836,0.7753,0,0.4869,0.4893,0.4131,0.5673,0.79,0,0.9834,1.0251,1,1
line,fusion_id,3,3,262,256,119,260,261,127,0.8,0.8,0.8,0.8,0.8927,0.5058,0.5055,0.4415,0.5739,0.8813,0,0.499,0.499,0.4285,0.5716,0.9667,0,0.9913,1.0046,1,1
line,fusion_id,3,3,246,258,119,251,290,123,0.8,0.8,0.8,0.8,0.6393,0.4881,0.489,0.4207,0.5574,0.7307,0,0.464,0.4667,0.4,0.5333,0.326,0,1.0249,1.0718,1,1
line,fusion_id,3,3,231,231,130,229,205,117,0.8,0.8,0.8,0.8,0.6373,0.5,0.4986,0.4217,0.5711,0.9827,0,0.5276,0.5236,0.4461,0.5984,0.5113,0,1.0058,0.9566,1,1
line,fusion_id,3,3,249,227,110,235,244,120,0.8,0.8,0.8,0.8,0.4953,0.5231,0.5221,0.4563,0.5873,0.4747,0,0.4906,0.4908,0.4285,0.5537,0.742,0,0.9587,1.0206,1,1
line,fusion_id,3,3,218,207,152,213,236,116,0.8,0.8,0.8,0.8,0.552,0.5129,0.5117,0.4318,0.5941,0.778,0,0.4744,0.4781,0.4022,0.5557,0.5627,0,0.9803,1.0482,1,1
line,fusion_id,3,3,284,225,152,266,291,126,0.8,0.8,0.8,0.8,0.09,0.558,0.555,0.49,0.6183,0.1067,0,0.4776,0.4801,0.4192,0.5419,0.5273,0,0.897,1.0429,1,1
line,fusion_id,3,3,187,241,111,243,224,116,0.8,0.8,0.8,0.8,0.1007,0.4369,0.4434,0.3811,0.5071,0.082,0,0.5203,0.5197,0.4548,0.5845,0.538,0,1.1233,0.9632,1,1
line,fusion_id,3,3,220,224,128,206,234,117,0.8,0.8,0.8,0.8,0.59,0.4955,0.4963,0.43,0.5621,0.9167,0,0.4682,0.4709,0.4059,0.5381,0.3627,0,1.0098,1.0627,1,1
line,fusion_id,3,3,255,189,118,223,251,133,0.8,0.8,0.8,0.8,0.0773,0.5743,0.5669,0.4867,0.6414,0.0927,0,0.4705,0.4699,0.3918,0.5445,0.4167,0,0.8761,1.0657,1,1
line,fusion_id,3,3,249,233,132,247,232,125,0.8,0.8,0.8,0.8,0.978,0.5166,0.5145,0.4431,0.5846,0.6727,0,0.5157,0.5141,0.4492,0.5844,0.6753,0,0.9739,0.9744,1,1
line,fusion_id,3,3,166,218,122,254,288,98,0.8,0.8,0.8,0.8,0.5773,0.4323,0.4407,0.354,0.5286,0.1593,0,0.4686,0.4721,0.401,0.5507,0.474,0,1.132,1.0611,1,1
line,fusion_id,3,3,227,268,142,238,216,91,0.8,0.8,0.8,0.8,0.2993,0.4586,0.4605,0.3789,0.5415,0.3387,0,0.5242,0.5203,0.4403,0.5998,0.6033,0,1.0868,0.9632,1,1
line,fusion_id,3,3,213,245,141,254,213,109,0.8,0.8,0.8,0.8,0.142,0.4651,0.4666,0.3946,0.5393,0.3673,0,0.5439,0.5392,0.4697,0.6091,0.2447,0,1.0727,0.9263,1,1
line,fusion_id,3,3,252,235,114,228,230,133,0.8,0.8,0.8,0.8,0.736,0.5175,0.5153,0.4461,0.5845,0.6753,0,0.4978,0.4981,0.4259,0.5674,0.9507,0,0.9722,1.0065,1,1
line,fusion_id,3,3,238,238,102,234,188,98,0.8,0.8,0.8,0.8,0.3113,0.5,0.4985,0.4266,0.5691,0.9927,0,0.5545,0.5483,0.4805,0.6153,0.16,0,1.0057,0.9095,1,1
line,fusion_id,3,3,229,212,102,292,210,136,0.8,0.8,0.8,0.8,0.2093,0.5193,0.5162,0.449,0.5838,0.628,0,0.5817,0.5773,0.5069,0.6439,0.0347,1,0.9703,0.8571,1,1
line,fusion_id,3,3,226,237,143,223,229,120,0.8,0.8,0.8,0.8,0.932,0.4881,0.4895,0.4164,0.5611,0.7693,0,0.4934,0.4946,0.4254,0.5648,0.8867,0,1.024,1.0136,1,1
line,fusion_id,3,3,226,228,126,209,256,121,0.8,0.8,0.8,0.8,0.3847,0.4978,0.4966,0.4258,0.5651,0.9247,0,0.4495,0.4538,0.3871,0.5241,0.192,0,1.0096,1.1004,1,1
line,fusion_id,3,3,228,258,81,262,231,116,0.8,0.8,0.8,0.8,0.282,0.4691,0.474,0.4073,0.5416,0.4313,0,0.5314,0.5278,0.4535,0.5979,0.436,0,1.0562,0.9482,1,1
line,fusion_id,3,3,250,270,120,219,204,100,0.8,0.8,0.8,0.8,0.5327,0.4808,0.4822,0.4084,0.5593,0.6533,0,0.5177,0.5142,0.4372,0.5904,0.7227,0,1.0396,0.9748,1,1
line,fusion_id,3,3,243,264,135,257,253,134,0.8,0.8,0.8,0.8,0.5947,0.4793,0.4809,0.4155,0.5481,0.5373,0,0.5039,0.5046,0.4421,0.5695,0.8993,0,1.0414,0.9929,1,1
line,fusion_id,3,3,230,256,120,264,226,124,0.8,0.8,0.8,0.8,0.1913,0.4733,0.4743,0.4083,0.5382,0.4387,0,0.5388,0.5355,0.4743,0.5975,0.2713,0,1.0553,0.933,1,1
line,fusion_id,3,3,271,228,126,238,255,118,0.8,0.8,0.8,0.8,0.3233,0.5431,0.5383,0.4628,0.6119,0.3053,0,0.4828,0.4864,0.4139,0.5629,0.672,0,0.9285,1.0306,1,1
line,fusion_id,3,3,247,266,102,237,201,124,0.8,0.8,0.8,0.8,0.2473,0.4815,0.4826,0.4197,0.5441,0.5607,0,0.5411,0.5375,0.4651,0.6076,0.3047,0,1.0376,0.9297,1,1
line,fusion_id,3,3,286,268,103,243,278,107,0.8,0.8,0.8,0.8,0.3807,0.5162,0.5134,0.4434,0.5806,0.662,0,0.4664,0.4701,0.399,0.5415,0.3867,0,0.9757,1.0647,1,1
line,fusion_id,3,3,216,254,104,218,228,97,0.8,0.8,0.8,0.8,0.5553,0.4596,0.4614,0.3945,0.5314,0.26,0,0.4888,0.4908,0.4206,0.5633,0.7847,0,1.0835,1.0215,1,1
