comparison,FEATURE_ID,c1_num_reps,c2_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,H3_independence_Bayes_evidence,g1_c1_sampleprop,g1_c1_theta,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_theta,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,alpha1_postmean,alpha2_postmean,c1_flag_analyze,c2_flag_analyze
line,fusion_id,3,3,217,218,131,239,233,116,0.8,0.8,0.8,0.8,0.8847,0.4989,0.4994,0.4186,0.5824,0.9973,0,0.5064,0.5064,0.4275,0.5805,0.8647,0,1.0047,0.9903,1,1
line,fusion_id,3,3,167,263,120,255,190,161,0.8,0.8,0.8,0.8,0.008,0.3884,0.4038,0.3268,0.489,0.0333,1,0.573,0.5703,0.4846,0.6549,0.1173,0,1.2215,0.8706,1,1
line,fusion_id,3,3,237,258,119,240,216,114,0.8,0.8,0.8,0.8,0.338,0.4788,0.4802,0.4157,0.5471,0.526,0,0.5263,0.5247,0.4594,0.5894,0.4647,0,1.0429,0.9537,1,1
line,fusion_id,3,3,253,263,112,215,276,98,0.8,0.8,0.8,0.8,0.4313,0.4903,0.4918,0.4113,0.5755,0.8153,0,0.4379,0.4475,0.3668,0.5308,0.2027,0,1.0203,1.1159,1,1
line,fusion_id,3,3,261,221,116,294,259,117,0.8,0.8,0.8,0.8,0.876,0.5415,0.5367,0.4717,0.6016,0.2707,0,0.5316,0.5294,0.4652,0.5907,0.3567,0,0.9309,0.9446,1,1
line,fusion_id,3,3,234,214,122,248,205,109,0.8,0.8,0.8,0.8,0.5973,0.5223,0.5205,0.4472,0.5932,0.5533,0,0.5475,0.5438,0.4716,0.6103,0.2033,0,0.9622,0.9178,1,1
line,fusion_id,3,3,242,248,121,242,204,107,0.8,0.8,0.8,0.8,0.38,0.4939,0.4953,0.4282,0.5646,0.8893,0,0.5426,0.5376,0.469,0.6054,0.27,0,1.0118,0.9293,1,1
line,fusion_id,3,3,231,253,143,257,259,122,0.8,0.8,0.8,0.8,0.696,0.4773,0.4784,0.4089,0.5507,0.5187,0,0.4981,0.4967,0.4249,0.5665,0.926,0,1.0471,1.0092,1,1
line,fusion_id,3,3,252,257,95,275,212,115,0.8,0.8,0.8,0.8,0.2167,0.4951,0.4959,0.423,0.5646,0.9013,0,0.5647,0.5588,0.4825,0.6285,0.112,0,1.0107,0.8906,1,1
line,fusion_id,3,3,219,282,109,214,191,118,0.8,0.8,0.8,0.8,0.096,0.4371,0.4419,0.3734,0.5129,0.0947,0,0.5284,0.5264,0.4554,0.5968,0.4647,0,1.1273,0.9509,1,1
line,fusion_id,3,3,257,230,101,247,307,138,0.8,0.8,0.8,0.8,0.1213,0.5277,0.5249,0.4564,0.5939,0.492,0,0.4458,0.4468,0.3744,0.5185,0.1367,0,0.9536,1.1163,1,1
line,fusion_id,3,3,258,302,97,220,255,116,0.8,0.8,0.8,0.8,0.9927,0.4607,0.4661,0.4017,0.5309,0.3153,0,0.4632,0.4668,0.3959,0.5365,0.3627,0,1.073,1.0719,1,1
line,fusion_id,3,3,206,272,127,232,226,145,0.8,0.8,0.8,0.8,0.18,0.431,0.4374,0.3709,0.507,0.084,0,0.5066,0.5061,0.4341,0.5814,0.8673,0,1.1378,0.9907,1,1
line,fusion_id,3,3,227,289,115,248,227,144,0.8,0.8,0.8,0.8,0.11,0.4399,0.4456,0.382,0.5107,0.0993,0,0.5221,0.5215,0.4532,0.5905,0.5333,0,1.1184,0.96,1,1
line,fusion_id,3,3,265,268,123,299,227,125,0.8,0.8,0.8,0.8,0.1713,0.4972,0.4982,0.434,0.5637,0.9553,0,0.5684,0.5624,0.4947,0.6276,0.0653,0,1.0057,0.8837,1,1
line,fusion_id,3,3,252,215,139,248,219,106,0.8,0.8,0.8,0.8,0.8633,0.5396,0.536,0.458,0.608,0.3353,0,0.531,0.5284,0.4552,0.5981,0.4073,0,0.9328,0.947,1,1
line,fusion_id,3,3,233,205,135,240,242,124,0.8,0.8,0.8,0.8,0.574,0.532,0.5276,0.4463,0.606,0.4713,0,0.4979,0.4988,0.4271,0.5678,0.9773,0,0.9489,1.0051,1,1
line,fusion_id,3,3,229,212,116,224,209,136,0.8,0.8,0.8,0.8,0.9733,0.5193,0.5166,0.439,0.5916,0.6507,0,0.5173,0.5176,0.4412,0.5951,0.6427,0,0.9701,0.9683,1,1
line,fusion_id,3,3,240,246,108,240,228,120,0.8,0.8,0.8,0.8,0.704,0.4938,0.4946,0.4284,0.561,0.8767,0,0.5128,0.5121,0.4396,0.5827,0.7193,0,1.0133,0.9786,1,1
line,fusion_id,3,3,226,227,125,191,252,130,0.8,0.8,0.8,0.8,0.29,0.4989,0.4969,0.42,0.5752,0.9267,0,0.4312,0.4365,0.3614,0.516,0.1173,0,1.0094,1.1411,1,1
line,fusion_id,3,3,193,229,134,245,227,119,0.8,0.8,0.8,0.8,0.2713,0.4573,0.4606,0.3887,0.5379,0.296,0,0.5191,0.5162,0.4489,0.5822,0.6207,0,1.0858,0.9702,1,1
line,fusion_id,3,3,252,280,120,214,231,112,0.8,0.8,0.8,0.8,0.8447,0.4737,0.4747,0.4096,0.5408,0.4447,0,0.4809,0.4834,0.4165,0.554,0.636,0,1.0546,1.0364,1,1
line,fusion_id,3,3,259,253,103,234,237,126,0.8,0.8,0.8,0.8,0.8593,0.5059,0.5053,0.4325,0.5758,0.884,0,0.4968,0.4964,0.4157,0.575,0.916,0,0.9921,1.0104,1,1
line,fusion_id,3,3,243,234,118,246,263,118,0.8,0.8,0.8,0.8,0.6133,0.5094,0.5087,0.4381,0.5791,0.8087,0,0.4833,0.4833,0.4124,0.5544,0.6347,0,0.9852,1.037,1,1
line,fusion_id,3,3,211,244,127,259,242,114,0.8,0.8,0.8,0.8,0.324,0.4637,0.4655,0.3938,0.5366,0.3467,0,0.517,0.5155,0.4489,0.5818,0.6393,0,1.0749,0.9716,1,1
line,fusion_id,3,3,231,259,132,241,242,99,0.8,0.8,0.8,0.8,0.6213,0.4714,0.4725,0.3995,0.5481,0.4693,0,0.499,0.4987,0.4284,0.5714,0.97,0,1.06,1.0053,1,1
line,fusion_id,3,3,229,226,123,261,243,120,0.8,0.8,0.8,0.8,0.784,0.5033,0.503,0.4289,0.5755,0.94,0,0.5179,0.517,0.4476,0.5885,0.6427,0,0.9968,0.9689,1,1
line,fusion_id,3,3,286,225,132,231,255,114,0.8,0.8,0.8,0.8,0.1167,0.5597,0.5561,0.4871,0.624,0.1073,0,0.4753,0.4781,0.4092,0.5496,0.5187,0,0.8952,1.0478,1,1
line,fusion_id,3,3,254,247,120,267,222,142,0.8,0.8,0.8,0.8,0.454,0.507,0.5061,0.4379,0.5742,0.8473,0,0.546,0.5424,0.4696,0.6106,0.2353,0,0.9901,0.9206,1,1
line,fusion_id,3,3,205,237,100,272,266,128,0.8,0.8,0.8,0.8,0.568,0.4638,0.4734,0.3939,0.5513,0.4913,0,0.5056,0.5046,0.4274,0.5833,0.894,0,1.0584,0.9939,1,1
line,fusion_id,3,3,210,290,143,188,233,113,0.8,0.8,0.8,0.8,0.5373,0.42,0.4231,0.3605,0.489,0.022,1,0.4466,0.4523,0.3836,0.522,0.152,0,1.1712,1.1037,1,1
line,fusion_id,3,3,217,318,158,213,226,115,0.8,0.8,0.8,0.8,0.1527,0.4056,0.4096,0.337,0.4888,0.0253,1,0.4852,0.488,0.4092,0.57,0.7547,0,1.2059,1.0278,1,1
line,fusion_id,3,3,265,258,141,258,275,117,0.8,0.8,0.8,0.8,0.6733,0.5067,0.5076,0.4301,0.5848,0.856,0,0.4841,0.4861,0.4079,0.5635,0.712,0,0.9879,1.0316,1,1
line,fusion_id,3,3,269,223,132,231,225,136,0.8,0.8,0.8,0.8,0.422,0.5467,0.5446,0.4762,0.6136,0.1847,0,0.5066,0.5056,0.4367,0.5738,0.872,0,0.9163,0.9912,1,1
line,fusion_id,3,3,223,264,118,271,237,131,0.8,0.8,0.8,0.8,0.304,0.4579,0.4648,0.3771,0.5534,0.4393,0,0.5335,0.5295,0.4385,0.6196,0.5107,0,1.0783,0.9463,1,1
line,fusion_id,3,3,218,285,105,261,235,117,0.8,0.8,0.8,0.8,0.0747,0.4334,0.441,0.3791,0.5044,0.076,0,0.5262,0.5235,0.4545,0.5913,0.4787,0,1.1291,0.9562,1,1
line,fusion_id,3,3,271,236,95,221,209,139,0.8,0.8,0.8,0.8,0.7733,0.5345,0.5294,0.4553,0.6035,0.4273,0,0.514,0.5128,0.4336,0.5938,0.7613,0,0.9452,0.978,1,1
line,fusion_id,3,3,240,250,107,226,269,140,0.8,0.8,0.8,0.8,0.462,0.4898,0.4907,0.4257,0.5542,0.7813,0,0.4566,0.4575,0.3882,0.5259,0.2113,0,1.0212,1.0921,1,1
line,fusion_id,3,3,235,280,121,248,220,137,0.8,0.8,0.8,0.8,0.24,0.4563,0.4607,0.3849,0.5414,0.31,0,0.5299,0.5266,0.4424,0.6083,0.4987,0,1.0859,0.9511,1,1
line,fusion_id,3,3,210,270,133,243,281,109,0.8,0.8,0.8,0.8,0.6413,0.4375,0.4435,0.3675,0.5227,0.1553,0,0.4637,0.4686,0.3917,0.5426,0.4127,0,1.1247,1.0684,1,1
line,fusion_id,3,3,265,195,121,258,204,130,0.8,0.8,0.8,0.8,0.8033,0.5761,0.5691,0.5014,0.6367,0.0473,1,0.5584,0.5557,0.4835,0.6224,0.1253,0,0.8718,0.896,1,1
line,fusion_id,3,3,234,236,101,259,263,98,0.8,0.8,0.8,0.8,0.9707,0.4979,0.4974,0.4212,0.5714,0.9593,0,0.4962,0.4969,0.4232,0.5686,0.9333,0,1.0082,1.0091,1,1
line,fusion_id,3,3,223,238,110,202,277,112,0.8,0.8,0.8,0.8,0.2833,0.4837,0.4873,0.4087,0.5664,0.74,0,0.4217,0.4296,0.3539,0.5128,0.0913,0,1.0292,1.1573,1,1
line,fusion_id,3,3,237,248,112,230,262,110,0.8,0.8,0.8,0.8,0.66,0.4887,0.4896,0.4245,0.5545,0.752,0,0.4675,0.4699,0.4064,0.5319,0.358,0,1.0232,1.0647,1,1
line,fusion_id,3,3,236,205,114,246,222,142,0.8,0.8,0.8,0.8,0.9407,0.5351,0.5306,0.4484,0.6127,0.4687,0,0.5256,0.5257,0.437,0.6125,0.5567,0,0.9434,0.9534,1,1
line,fusion_id,3,3,258,232,125,227,225,111,0.8,0.8,0.8,0.8,0.64,0.5265,0.5233,0.4546,0.5945,0.5227,0,0.5022,0.5015,0.4292,0.5735,0.96,0,0.9567,0.9996,1,1
line,fusion_id,3,3,215,248,122,262,228,125,0.8,0.8,0.8,0.8,0.248,0.4644,0.4685,0.3916,0.545,0.4247,0,0.5347,0.5302,0.4561,0.6073,0.4333,0,1.069,0.9437,1,1
line,fusion_id,3,3,231,267,136,222,240,113,0.8,0.8,0.8,0.8,0.7353,0.4639,0.4663,0.3973,0.5368,0.3293,0,0.4805,0.4826,0.4146,0.548,0.6073,0,1.073,1.0381,1,1
line,fusion_id,3,3,238,244,120,262,207,123,0.8,0.8,0.8,0.8,0.2313,0.4938,0.4944,0.4214,0.5675,0.8873,0,0.5586,0.5545,0.4813,0.6258,0.1333,0,1.014,0.8982,1,1
line,fusion_id,3,3,219,273,141,249,228,130,0.8,0.8,0.8,0.8,0.1787,0.4451,0.4504,0.3785,0.5272,0.204,0,0.522,0.5212,0.4473,0.5942,0.5713,0,1.1088,0.961,1,1
line,fusion_id,3,3,212,277,121,233,266,155,0.8,0.8,0.8,0.8,0.568,0.4335,0.4408,0.3819,0.5059,0.076,0,0.4669,0.4677,0.4033,0.5343,0.336,0,1.1294,1.0695,1,1
line,fusion_id,3,3,251,230,128,234,257,128,0.8,0.8,0.8,0.8,0.3913,0.5218,0.5212,0.4507,0.591,0.5327,0,0.4766,0.4786,0.4116,0.5462,0.52,0,0.9605,1.0465,1,1
line,fusion_id,3,3,310,221,121,241,228,123,0.8,0.8,0.8,0.8,0.2513,0.5838,0.575,0.5038,0.6424,0.0393,1,0.5139,0.5165,0.4401,0.5929,0.6673,0,0.8613,0.9703,1,1
line,fusion_id,3,3,241,224,131,241,239,124,0.8,0.8,0.8,0.8,0.7687,0.5183,0.5164,0.4494,0.584,0.622,0,0.5021,0.5021,0.4378,0.5676,0.9527,0,0.9699,0.998,1,1
line,fusion_id,3,3,254,202,165,272,227,103,0.8,0.8,0.8,0.8,0.734,0.557,0.5573,0.4736,0.6368,0.18,0,0.5451,0.5394,0.463,0.6128,0.272,0,0.8938,0.9263,1,1
line,fusion_id,3,3,246,253,106,272,274,106,0.8,0.8,0.8,0.8,0.9487,0.493,0.4942,0.4178,0.5684,0.8733,0,0.4982,0.4986,0.4249,0.575,0.954,0,1.0147,1.0055,1,1
line,fusion_id,3,3,221,231,99,288,255,108,0.8,0.8,0.8,0.8,0.452,0.4889,0.4895,0.4179,0.5609,0.7587,0,0.5304,0.5259,0.4581,0.5924,0.4307,0,1.0241,0.9514,1,1
line,fusion_id,3,3,230,237,103,240,231,135,0.8,0.8,0.8,0.8,0.7673,0.4925,0.4915,0.4177,0.5669,0.8147,0,0.5096,0.5098,0.4294,0.5946,0.8173,0,1.0204,0.9839,1,1
line,fusion_id,3,3,213,266,116,276,222,129,0.8,0.8,0.8,0.8,0.0587,0.4447,0.4513,0.3855,0.5202,0.1687,0,0.5542,0.5512,0.4819,0.6197,0.1553,0,1.1059,0.9042,1,1
line,fusion_id,3,3,218,233,109,277,249,101,0.8,0.8,0.8,0.8,0.4027,0.4834,0.484,0.4097,0.5588,0.646,0,0.5266,0.5243,0.4555,0.5909,0.462,0,1.0355,0.9546,1,1
line,fusion_id,3,3,219,255,104,255,236,111,0.8,0.8,0.8,0.8,0.2887,0.462,0.4662,0.4034,0.5354,0.3027,0,0.5193,0.517,0.4495,0.5844,0.6107,0,1.0729,0.9687,1,1
line,fusion_id,3,3,228,300,112,230,235,129,0.8,0.8,0.8,0.8,0.2913,0.4318,0.44,0.3657,0.519,0.1167,0,0.4946,0.4961,0.4149,0.5773,0.9207,0,1.1324,1.0113,1,1
line,fusion_id,3,3,220,217,133,229,264,140,0.8,0.8,0.8,0.8,0.4787,0.5034,0.5027,0.4284,0.5758,0.9453,0,0.4645,0.4664,0.3957,0.5417,0.3453,0,0.9974,1.0729,1,1
line,fusion_id,3,3,237,237,107,238,225,113,0.8,0.8,0.8,0.8,0.788,0.5,0.5002,0.4318,0.5674,0.99,0,0.514,0.5132,0.4432,0.5816,0.704,0,1.002,0.9762,1,1
line,fusion_id,3,3,245,255,132,172,209,128,0.8,0.8,0.8,0.8,0.4627,0.49,0.4904,0.4228,0.5596,0.77,0,0.4514,0.4548,0.3806,0.5266,0.2393,0,1.0219,1.0989,1,1
line,fusion_id,3,3,233,236,108,245,256,134,0.8,0.8,0.8,0.8,0.852,0.4968,0.4975,0.4309,0.5628,0.936,0,0.489,0.4889,0.4209,0.5565,0.74,0,1.0073,1.0249,1,1
line,fusion_id,3,3,240,234,104,214,250,124,0.8,0.8,0.8,0.8,0.3787,0.5063,0.5065,0.4382,0.573,0.8453,0,0.4612,0.4638,0.3924,0.5378,0.3007,0,0.9895,1.0785,1,1
line,fusion_id,3,3,259,247,134,318,287,113,0.8,0.8,0.8,0.8,0.8207,0.5119,0.5111,0.4312,0.5901,0.7733,0,0.5256,0.5223,0.4513,0.5919,0.5407,0,0.9811,0.9587,1,1
line,fusion_id,3,3,239,222,101,199,249,108,0.8,0.8,0.8,0.8,0.134,0.5184,0.517,0.4533,0.5809,0.5793,0,0.4442,0.4487,0.3862,0.5143,0.1213,0,0.9684,1.1113,1,1
line,fusion_id,3,3,236,246,143,201,281,137,0.8,0.8,0.8,0.8,0.19,0.4896,0.4908,0.4166,0.5628,0.8067,0,0.417,0.4237,0.3556,0.4957,0.0367,1,1.0216,1.1704,1,1
line,fusion_id,3,3,260,242,132,288,244,107,0.8,0.8,0.8,0.8,0.672,0.5179,0.5164,0.4466,0.5874,0.6493,0,0.5414,0.5368,0.4681,0.6045,0.274,0,0.9702,0.9309,1,1
line,fusion_id,3,3,236,199,105,263,232,148,0.8,0.8,0.8,0.8,0.8933,0.5425,0.5376,0.471,0.5997,0.2653,0,0.5313,0.5305,0.4577,0.6001,0.3727,0,0.9291,0.943,1,1
line,fusion_id,3,3,259,309,101,253,195,136,0.8,0.8,0.8,0.8,0.0953,0.456,0.4598,0.3864,0.5368,0.282,0,0.5647,0.5567,0.4727,0.6365,0.1847,0,1.0877,0.8948,1,1
line,fusion_id,3,3,286,272,110,221,221,140,0.8,0.8,0.8,0.8,0.88,0.5125,0.5092,0.431,0.5877,0.7927,0,0.5,0.501,0.4129,0.5855,0.9793,0,0.9847,1.0019,1,1
line,fusion_id,3,3,197,271,117,232,231,105,0.8,0.8,0.8,0.8,0.1633,0.4209,0.4293,0.3604,0.5069,0.0707,0,0.5011,0.5021,0.4325,0.575,0.972,0,1.1573,0.9984,1,1
line,fusion_id,3,3,240,256,104,258,256,137,0.8,0.8,0.8,0.8,0.744,0.4839,0.4846,0.4171,0.5499,0.636,0,0.5019,0.4998,0.4293,0.5686,0.9933,0,1.0339,1.0029,1,1
line,fusion_id,3,3,252,242,130,240,231,142,0.8,0.8,0.8,0.8,0.9693,0.5101,0.5083,0.4284,0.5871,0.8247,0,0.5096,0.5073,0.4208,0.5906,0.8453,0,0.9868,0.9891,1,1
line,fusion_id,3,3,248,207,135,238,210,121,0.8,0.8,0.8,0.8,0.8053,0.5451,0.5417,0.4653,0.6158,0.2747,0,0.5312,0.5289,0.4534,0.6055,0.4413,0,0.9222,0.9464,1,1
line,fusion_id,3,3,256,228,151,190,254,113,0.8,0.8,0.8,0.8,0.0653,0.5289,0.5285,0.4588,0.5973,0.4133,0,0.4279,0.4365,0.3699,0.5026,0.058,0,0.9465,1.1397,1,1
line,fusion_id,3,3,265,284,129,253,222,118,0.8,0.8,0.8,0.8,0.342,0.4827,0.4841,0.4222,0.5461,0.6187,0,0.5326,0.5291,0.4637,0.5955,0.3947,0,1.0346,0.9453,1,1
line,fusion_id,3,3,220,221,114,188,266,119,0.8,0.8,0.8,0.8,0.148,0.4989,0.4998,0.4189,0.5797,0.9953,0,0.4141,0.4209,0.3493,0.497,0.0427,1,1.0036,1.178,1,1
line,fusion_id,3,3,232,211,129,264,212,114,0.8,0.8,0.8,0.8,0.6013,0.5237,0.5237,0.4506,0.5947,0.51,0,0.5546,0.5495,0.4805,0.6192,0.1573,0,0.9561,0.9073,1,1
line,fusion_id,3,3,304,255,113,229,278,138,0.8,0.8,0.8,0.8,0.084,0.5438,0.5393,0.474,0.6018,0.2213,0,0.4517,0.456,0.3865,0.5265,0.2073,0,0.9259,1.0954,1,1
line,fusion_id,3,3,251,225,125,222,213,116,0.8,0.8,0.8,0.8,0.8347,0.5273,0.5231,0.4427,0.6029,0.5513,0,0.5103,0.5112,0.4281,0.5944,0.778,0,0.9577,0.9813,1,1
line,fusion_id,3,3,260,250,142,193,304,122,0.8,0.8,0.8,0.8,0.026,0.5098,0.5108,0.4403,0.5798,0.7473,0,0.3883,0.3996,0.3386,0.4685,0.0107,1,0.9811,1.23,1,1
line,fusion_id,3,3,261,253,142,221,238,117,0.8,0.8,0.8,0.8,0.718,0.5078,0.5074,0.425,0.5902,0.8747,0,0.4815,0.4857,0.407,0.5696,0.72,0,0.9887,1.0329,1,1
line,fusion_id,3,3,228,242,119,244,244,121,0.8,0.8,0.8,0.8,0.8253,0.4851,0.4871,0.4151,0.5567,0.7073,0,0.5,0.4993,0.4302,0.5667,0.99,0,1.0288,1.0038,1,1
line,fusion_id,3,3,260,277,100,223,253,130,0.8,0.8,0.8,0.8,0.7727,0.4842,0.4862,0.4186,0.5558,0.6907,0,0.4685,0.4713,0.4009,0.5413,0.416,0,1.0307,1.0622,1,1
line,fusion_id,3,3,238,242,126,189,233,132,0.8,0.8,0.8,0.8,0.4273,0.4958,0.4952,0.4243,0.5672,0.888,0,0.4479,0.4534,0.3809,0.5294,0.2133,0,1.0123,1.1018,1,1
line,fusion_id,3,3,225,203,107,236,244,111,0.8,0.8,0.8,0.8,0.5013,0.5257,0.5233,0.4569,0.5888,0.4853,0,0.4917,0.4917,0.424,0.5588,0.7833,0,0.9564,1.0191,1,1
line,fusion_id,3,3,238,188,106,195,231,103,0.8,0.8,0.8,0.8,0.1247,0.5587,0.5548,0.471,0.6358,0.1847,0,0.4577,0.4632,0.3824,0.546,0.3913,0,0.8984,1.0809,1,1
line,fusion_id,3,3,249,244,132,253,271,127,0.8,0.8,0.8,0.8,0.6207,0.5051,0.5051,0.4433,0.5666,0.8907,0,0.4828,0.4834,0.4204,0.5467,0.6107,0,0.9918,1.036,1,1
line,fusion_id,3,3,246,199,130,229,195,105,0.8,0.8,0.8,0.8,0.7653,0.5528,0.5517,0.4716,0.6281,0.1907,0,0.5401,0.5349,0.4607,0.6098,0.3633,0,0.9038,0.935,1,1
line,fusion_id,3,3,228,239,95,280,251,128,0.8,0.8,0.8,0.8,0.516,0.4882,0.493,0.4219,0.5657,0.8367,0,0.5273,0.5256,0.4558,0.5946,0.4547,0,1.0168,0.9522,1,1
line,fusion_id,3,3,209,243,133,275,250,145,0.8,0.8,0.8,0.8,0.2773,0.4624,0.4657,0.3921,0.5391,0.3487,0,0.5238,0.5235,0.4508,0.5966,0.516,0,1.0746,0.9565,1,1
line,fusion_id,3,3,264,292,146,226,249,125,0.8,0.8,0.8,0.8,0.9747,0.4748,0.4771,0.408,0.5445,0.522,0,0.4758,0.4789,0.4084,0.5526,0.5707,0,1.0499,1.0462,1,1
line,fusion_id,3,3,246,239,110,266,236,116,0.8,0.8,0.8,0.8,0.7313,0.5072,0.5072,0.438,0.5764,0.8407,0,0.5299,0.5245,0.4525,0.5964,0.4673,0,0.9882,0.9544,1,1
line,fusion_id,3,3,259,258,125,236,226,114,0.8,0.8,0.8,0.8,0.848,0.501,0.5015,0.4375,0.5656,0.9653,0,0.5108,0.5103,0.4451,0.5769,0.7513,0,0.9992,0.9817,1,1
line,fusion_id,3,3,224,226,113,201,253,128,0.8,0.8,0.8,0.8,0.2827,0.4978,0.4981,0.4299,0.5654,0.9587,0,0.4427,0.4465,0.3798,0.5202,0.136,0,1.0061,1.1168,1,1
line,fusion_id,3,3,283,264,116,232,233,125,0.8,0.8,0.8,0.8,0.75,0.5174,0.5143,0.4405,0.5871,0.6753,0,0.4989,0.4976,0.4185,0.5743,0.9513,0,0.9743,1.0079,1,1
line,fusion_id,3,3,204,244,131,252,273,119,0.8,0.8,0.8,0.8,0.682,0.4554,0.4589,0.3829,0.5388,0.3053,0,0.48,0.4813,0.4096,0.5576,0.604,0,1.09,1.0413,1,1
line,fusion_id,3,3,272,264,113,218,297,125,0.8,0.8,0.8,0.8,0.094,0.5075,0.506,0.4403,0.5679,0.852,0,0.4233,0.4302,0.3684,0.4961,0.0387,1,0.9901,1.1541,1,1
line,fusion_id,3,3,233,243,129,244,231,119,0.8,0.8,0.8,0.8,0.634,0.4895,0.4892,0.422,0.5548,0.758,0,0.5137,0.5121,0.4449,0.5806,0.7007,0,1.0242,0.9782,1,1
line,fusion_id,3,3,227,252,106,229,260,95,0.8,0.8,0.8,0.8,0.9333,0.4739,0.4764,0.4027,0.5479,0.512,0,0.4683,0.4725,0.4036,0.5415,0.4233,0,1.0515,1.0594,1,1
line,fusion_id,3,3,247,244,127,230,274,117,0.8,0.8,0.8,0.8,0.368,0.5031,0.5022,0.4336,0.5649,0.934,0,0.4563,0.4604,0.3938,0.5318,0.23,0,0.9979,1.0855,1,1
line,fusion_id,3,3,225,203,125,174,213,133,0.8,0.8,0.8,0.8,0.188,0.5257,0.524,0.4468,0.6015,0.5173,0,0.4496,0.4533,0.3799,0.5289,0.2093,0,0.9558,1.102,1,1
line,fusion_id,3,3,278,221,115,238,254,102,0.8,0.8,0.8,0.8,0.2007,0.5571,0.5485,0.4769,0.6158,0.1793,0,0.4837,0.485,0.4134,0.5557,0.666,0,0.9092,1.0334,1,1
line,fusion_id,3,3,194,219,110,244,266,92,0.8,0.8,0.8,0.8,0.8573,0.4697,0.4722,0.4005,0.545,0.4427,0,0.4784,0.481,0.4149,0.5487,0.5733,0,1.0604,1.0414,1,1
line,fusion_id,3,3,233,244,115,267,245,118,0.8,0.8,0.8,0.8,0.5173,0.4885,0.4886,0.4187,0.5557,0.7587,0,0.5215,0.5188,0.4511,0.5851,0.58,0,1.0257,0.9652,1,1
line,fusion_id,3,3,247,260,121,237,256,147,0.8,0.8,0.8,0.8,0.9113,0.4872,0.4883,0.4201,0.5567,0.7027,0,0.4807,0.4826,0.4092,0.5552,0.618,0,1.0263,1.0385,1,1
line,fusion_id,3,3,219,248,109,233,266,118,0.8,0.8,0.8,0.8,0.9713,0.469,0.4737,0.3937,0.5529,0.494,0,0.4669,0.472,0.3921,0.5537,0.4707,0,1.0579,1.0616,1,1
line,fusion_id,3,3,209,302,131,199,223,141,0.8,0.8,0.8,0.8,0.2827,0.409,0.4143,0.3425,0.49,0.0313,1,0.4716,0.4748,0.392,0.5574,0.5373,0,1.194,1.0559,1,1
line,fusion_id,3,3,224,226,114,243,253,133,0.8,0.8,0.8,0.8,0.8813,0.4978,0.498,0.4264,0.5658,0.964,0,0.4899,0.4901,0.4217,0.5599,0.7693,0,1.0065,1.0227,1,1
line,fusion_id,3,3,181,225,116,202,252,116,0.8,0.8,0.8,0.8,0.982,0.4458,0.4545,0.3722,0.5407,0.3007,0,0.4449,0.4523,0.3686,0.5386,0.248,0,1.1007,1.1054,1,1
line,fusion_id,3,3,233,247,113,280,292,116,0.8,0.8,0.8,0.8,0.9407,0.4854,0.4866,0.4059,0.5707,0.732,0,0.4895,0.4913,0.417,0.5671,0.8147,0,1.0308,1.0208,1,1
line,fusion_id,3,3,236,231,113,213,239,107,0.8,0.8,0.8,0.8,0.536,0.5054,0.5052,0.4401,0.5701,0.8833,0,0.4712,0.4747,0.4085,0.5409,0.442,0,0.9919,1.0547,1,1
line,fusion_id,3,3,257,272,145,265,224,116,0.8,0.8,0.8,0.8,0.2507,0.4858,0.4856,0.4189,0.5495,0.668,0,0.5419,0.5373,0.4757,0.5985,0.2227,0,1.0315,0.9296,1,1
line,fusion_id,3,3,245,231,109,231,263,121,0.8,0.8,0.8,0.8,0.3627,0.5147,0.5138,0.4422,0.584,0.6933,0,0.4676,0.469,0.3969,0.5375,0.3833,0,0.9752,1.0672,1,1
line,fusion_id,3,3,325,210,119,235,230,112,0.8,0.8,0.8,0.8,0.0413,0.6075,0.5998,0.5326,0.6588,0.006,1,0.5054,0.5029,0.4353,0.5697,0.9387,0,0.818,0.9965,1,1
line,fusion_id,3,3,225,213,114,221,249,118,0.8,0.8,0.8,0.8,0.3873,0.5137,0.5138,0.4478,0.5829,0.6833,0,0.4702,0.4718,0.4007,0.542,0.4173,0,0.9749,1.0611,1,1
line,fusion_id,3,3,226,202,139,218,277,92,0.8,0.8,0.8,0.8,0.1747,0.528,0.526,0.4407,0.6085,0.5313,0,0.4404,0.4473,0.3756,0.5249,0.1673,0,0.9523,1.1155,1,1
line,fusion_id,3,3,255,219,137,216,259,107,0.8,0.8,0.8,0.8,0.1087,0.538,0.536,0.4677,0.6049,0.3067,0,0.4547,0.4597,0.3996,0.5242,0.222,0,0.9325,1.0869,1,1
line,fusion_id,3,3,223,257,121,226,219,125,0.8,0.8,0.8,0.8,0.4227,0.4646,0.4674,0.4004,0.534,0.3513,0,0.5079,0.5067,0.4416,0.5704,0.8487,0,1.0704,0.9889,1,1
