comparison,FEATURE_ID,c1_num_reps,c2_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,H3_independence_Bayes_evidence,probofsameAI,g1_c1_sampleprop,g1_c1_theta,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_theta,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,alpha1_postmean,alpha2_postmean,sigma_alpha_mean,sigma_alpha_0.5,sigma_alpha_0.95,c1_flag_analyze,c2_flag_analyze
line,fusion_id,3,3,265,254,137,232,238,113,0.8,0.8,0.8,0.8,0.909333333333333,0.951476490156611,0.5106,0.5038,0.4493,0.5575,0.8873,0,0.4936,0.5025,0.449,0.5549,0.9253,0,0.994,0.9966,0.806271,0.680185,1.978664,1,1
line,fusion_id,3,3,235,294,125,231,214,167,0.8,0.8,0.8,0.8,0.808666666666667,0.951297618311105,0.4442,0.4758,0.4137,0.5388,0.4247,0,0.5191,0.4789,0.414,0.5425,0.4907,0,1.0519,1.0454,0.807087,0.693628,1.95953,1,1
line,fusion_id,3,3,261,275,116,243,240,118,0.8,0.8,0.8,0.8,0.914666666666667,0.951463030657914,0.4869,0.4941,0.445,0.5439,0.824,0,0.5031,0.4957,0.4462,0.5481,0.8373,0,1.0132,1.01,0.798498,0.652864,2.012139,1,1
line,fusion_id,3,3,259,230,99,242,272,108,0.8,0.8,0.8,0.8,0.765333333333333,0.952268108662452,0.5297,0.5023,0.4514,0.552,0.9267,0,0.4708,0.4986,0.4484,0.5505,0.9813,0,0.9967,1.0041,0.818173,0.699538,1.983278,1,1
line,fusion_id,3,3,237,244,140,253,232,125,0.8,0.8,0.8,0.8,0.892666666666667,0.953155521102757,0.4927,0.5079,0.4588,0.5548,0.764,0,0.5216,0.5098,0.4607,0.5578,0.72,0,0.9855,0.9817,0.809363,0.668842,2.020038,1,1
line,fusion_id,3,3,204,252,94,289,271,121,0.8,0.8,0.8,0.8,0.776666666666667,0.951265961928979,0.4474,0.4824,0.4271,0.5378,0.516,0,0.5161,0.4865,0.4286,0.5427,0.6273,0,1.0377,1.0292,0.791434,0.654946,1.969902,1,1
line,fusion_id,3,3,262,284,121,266,235,89,0.8,0.8,0.8,0.8,0.81,0.951080090253875,0.4799,0.5013,0.4423,0.5585,0.952,0,0.5309,0.5049,0.4452,0.5626,0.8787,0,0.9992,0.9919,0.803762,0.694495,1.914842,1,1
line,fusion_id,3,3,279,253,112,228,249,105,0.8,0.8,0.8,0.8,0.855333333333333,0.950648953165365,0.5244,0.4998,0.437,0.5641,0.988,0,0.478,0.4972,0.4347,0.5616,0.9247,0,1.0025,1.0077,0.789664,0.66269,1.944886,1,1
line,fusion_id,3,3,214,282,98,272,219,133,0.8,0.8,0.8,0.8,0.552,0.945768971243388,0.4315,0.4827,0.4024,0.5471,0.6507,0,0.554,0.5039,0.4382,0.5836,0.9567,0,1.0382,0.9948,0.750269,0.61645,1.876438,1,1
line,fusion_id,3,3,210,293,114,240,253,118,0.8,0.8,0.8,0.8,0.711333333333333,0.949804255172419,0.4175,0.4502,0.393,0.5085,0.0887,0,0.4868,0.455,0.3983,0.5131,0.1153,0,1.1073,1.0966,0.792161,0.670123,1.93998,1,1
line,fusion_id,3,3,228,245,145,243,220,147,0.8,0.8,0.8,0.8,0.866,0.95058351766746,0.482,0.501,0.4435,0.5615,0.9727,0,0.5248,0.5032,0.4434,0.5632,0.9147,0,0.9998,0.9955,0.795257,0.678736,1.972832,1,1
line,fusion_id,3,3,224,251,154,209,241,117,0.8,0.8,0.8,0.8,0.996,0.951746030381406,0.4716,0.4693,0.4083,0.5305,0.3147,0,0.4644,0.469,0.4099,0.529,0.3127,0,1.0656,1.0663,0.808181,0.688707,1.913134,1,1
line,fusion_id,3,3,270,266,104,254,238,113,0.8,0.8,0.8,0.8,0.983333333333333,0.952680529409693,0.5037,0.5105,0.4536,0.5649,0.7113,0,0.5163,0.511,0.454,0.5671,0.6933,0,0.9806,0.9797,0.811191,0.701299,2.006407,1,1
line,fusion_id,3,3,276,231,132,239,261,106,0.8,0.8,0.8,0.8,0.738,0.953269033331672,0.5444,0.5131,0.4626,0.5638,0.6133,0,0.478,0.5089,0.4612,0.5585,0.754,0,0.9753,0.9836,0.814989,0.695046,1.987753,1,1
line,fusion_id,3,3,211,284,137,253,203,86,0.8,0.8,0.8,0.8,0.589333333333333,0.95046957748043,0.4263,0.4847,0.4194,0.5463,0.606,0,0.5548,0.4947,0.4355,0.5613,0.8113,0,1.0333,1.0126,0.789438,0.636454,1.976506,1,1
line,fusion_id,3,3,246,225,128,208,263,120,0.8,0.8,0.8,0.8,0.744,0.952844302332588,0.5223,0.4833,0.4249,0.5463,0.5593,0,0.4416,0.4793,0.4218,0.5424,0.4807,0,1.0361,1.0444,0.824705,0.711026,1.974412,1,1
line,fusion_id,3,3,223,195,124,232,216,152,0.8,0.8,0.8,0.8,0.982666666666667,0.951499150556187,0.5335,0.5265,0.4655,0.5894,0.3733,0,0.5179,0.5261,0.4667,0.59,0.386,0,0.9501,0.9507,0.801825,0.675982,1.997583,1,1
line,fusion_id,3,3,239,228,104,293,229,94,0.8,0.8,0.8,0.8,0.802,0.952380981689318,0.5118,0.5339,0.4782,0.5887,0.2293,0,0.5613,0.5368,0.4792,0.5913,0.1873,0,0.9356,0.9301,0.807326,0.679825,1.988053,1,1
line,fusion_id,3,3,249,253,118,216,212,106,0.8,0.8,0.8,0.8,1,0.951346476020891,0.496,0.5015,0.4383,0.5657,0.9513,0,0.5047,0.5015,0.4351,0.5659,0.9573,0,0.999,0.9992,0.807371,0.671891,1.965629,1,1
line,fusion_id,3,3,264,231,115,223,276,108,0.8,0.8,0.8,0.8,0.69,0.951047265942473,0.5333,0.4945,0.4408,0.5526,0.8327,0,0.4469,0.487,0.4287,0.5431,0.64,0,1.0128,1.0282,0.764924,0.614711,1.96002,1,1
line,fusion_id,3,3,238,223,116,254,273,126,0.8,0.8,0.8,0.8,0.842666666666667,0.950851127055652,0.5163,0.4997,0.4494,0.5524,0.99,0,0.482,0.4973,0.4463,0.5529,0.9313,0,1.0019,1.0068,0.797289,0.66761,1.993928,1,1
line,fusion_id,3,3,236,229,105,261,264,136,0.8,0.8,0.8,0.8,0.944666666666667,0.952670570399654,0.5075,0.5033,0.4553,0.5498,0.882,0,0.4971,0.5026,0.4554,0.5498,0.9233,0,0.9947,0.996,0.793669,0.667932,1.927782,1,1
line,fusion_id,3,3,302,264,126,276,202,137,0.8,0.8,0.8,0.8,0.828,0.952015723767865,0.5336,0.5526,0.4955,0.608,0.07,0,0.5774,0.5556,0.4998,0.6098,0.052,0,0.9011,0.8956,0.803601,0.668034,1.952769,1,1
line,fusion_id,3,3,271,223,100,225,250,98,0.8,0.8,0.8,0.8,0.742,0.950955099108802,0.5486,0.5128,0.4578,0.5682,0.6453,0,0.4737,0.5075,0.4537,0.5609,0.78,0,0.9762,0.9867,0.793394,0.657191,1.97037,1,1
line,fusion_id,3,3,226,226,135,190,242,135,0.8,0.8,0.8,0.8,0.776666666666667,0.951722409146382,0.5,0.4719,0.417,0.5283,0.3027,0,0.4398,0.4681,0.4102,0.5232,0.2467,0,1.0597,1.0679,0.78752,0.662826,1.949708,1,1
line,fusion_id,3,3,218,258,130,212,242,123,0.8,0.8,0.8,0.8,0.96,0.952222445275658,0.458,0.4624,0.4066,0.5151,0.1613,0,0.467,0.4631,0.4078,0.5156,0.164,0,1.0802,1.0785,0.793956,0.665458,1.936374,1,1
line,fusion_id,3,3,225,226,138,240,250,130,0.8,0.8,0.8,0.8,0.962,0.952634553418759,0.4989,0.4938,0.4374,0.556,0.8133,0,0.4898,0.4934,0.435,0.5553,0.7973,0,1.0144,1.0152,0.80087,0.668619,2.020815,1,1
line,fusion_id,3,3,220,200,97,290,255,122,0.8,0.8,0.8,0.8,0.981333333333333,0.95215177393204,0.5238,0.5284,0.479,0.5796,0.262,0,0.5321,0.5288,0.4795,0.5805,0.2487,0,0.9459,0.945,0.807354,0.684039,1.923058,1,1
line,fusion_id,3,3,266,212,133,303,179,106,0.8,0.8,0.8,0.8,0.756666666666667,0.950426963804384,0.5565,0.5896,0.5312,0.6453,0.0047,1,0.6286,0.5937,0.5368,0.6473,0.002,1,0.8352,0.8282,0.798995,0.682678,1.968895,1,1
line,fusion_id,3,3,207,224,120,225,254,99,0.8,0.8,0.8,0.8,0.978,0.951596530352791,0.4803,0.4747,0.4208,0.5281,0.35,0,0.4697,0.4743,0.4214,0.5279,0.3373,0,1.0537,1.0546,0.802356,0.682722,1.979577,1,1
line,fusion_id,3,3,220,246,116,268,249,109,0.8,0.8,0.8,0.8,0.804666666666667,0.951435306974842,0.4721,0.495,0.4412,0.5487,0.8587,0,0.5184,0.4982,0.4452,0.5536,0.926,0,1.0117,1.0051,0.800722,0.663985,2.012584,1,1
line,fusion_id,3,3,213,255,123,218,312,126,0.8,0.8,0.8,0.8,0.794,0.949220256388983,0.4551,0.4337,0.3868,0.4801,0.0113,1,0.4113,0.4287,0.3801,0.4735,7e-04,1,1.1444,1.1562,0.804752,0.696185,1.927606,1,1
line,fusion_id,3,3,188,235,96,251,273,112,0.8,0.8,0.8,0.8,0.864666666666667,0.952243654200953,0.4444,0.4626,0.4107,0.5135,0.1427,0,0.479,0.4652,0.4143,0.5158,0.1647,0,1.0795,1.0739,0.799126,0.678551,1.886505,1,1
line,fusion_id,3,3,200,227,146,254,220,121,0.8,0.8,0.8,0.8,0.796666666666667,0.952408377683162,0.4684,0.5041,0.4371,0.5716,0.912,0,0.5359,0.5083,0.4416,0.575,0.766,0,0.9941,0.9858,0.794739,0.661011,1.96883,1,1
line,fusion_id,3,3,247,227,121,295,227,76,0.8,0.8,0.8,0.8,0.939333333333333,0.951142515104637,0.5211,0.5416,0.4697,0.6105,0.2247,0,0.5651,0.5429,0.4694,0.6121,0.2013,0,0.922,0.9195,0.814691,0.713753,1.911577,1,1
line,fusion_id,3,3,239,270,99,259,256,133,0.8,0.8,0.8,0.8,0.854,0.953197511384969,0.4695,0.4857,0.4351,0.5352,0.5807,0,0.5029,0.4879,0.4363,0.5364,0.6267,0,1.0305,1.0259,0.780068,0.666541,1.881033,1,1
line,fusion_id,3,3,235,236,128,230,261,112,0.8,0.8,0.8,0.8,0.846,0.950785363640627,0.4989,0.4848,0.435,0.5349,0.538,0,0.4684,0.4823,0.4347,0.5333,0.4773,0,1.0322,1.0374,0.79925,0.66228,1.964281,1,1
line,fusion_id,3,3,221,254,126,268,247,103,0.8,0.8,0.8,0.8,0.805333333333333,0.951209263965235,0.4653,0.4919,0.4391,0.5431,0.7567,0,0.5204,0.4951,0.443,0.5466,0.8453,0,1.0177,1.0112,0.795669,0.670945,1.967882,1,1
line,fusion_id,3,3,272,252,105,266,237,121,0.8,0.8,0.8,0.8,0.945333333333333,0.952132373855492,0.5191,0.5244,0.474,0.5757,0.3373,0,0.5288,0.5251,0.4733,0.575,0.33,0,0.9535,0.9521,0.814366,0.727155,1.895881,1,1
line,fusion_id,3,3,219,260,130,195,215,104,0.8,0.8,0.8,0.8,0.968,0.951571060520135,0.4572,0.4652,0.4046,0.528,0.2473,0,0.4756,0.4659,0.4044,0.5296,0.2607,0,1.0747,1.0731,0.812328,0.698129,1.941861,1,1
line,fusion_id,3,3,199,236,123,238,246,126,0.8,0.8,0.8,0.8,0.909333333333333,0.951314399013797,0.4575,0.4735,0.4182,0.5287,0.3373,0,0.4917,0.4756,0.4206,0.5299,0.386,0,1.0565,1.052,0.800921,0.687097,1.886196,1,1
line,fusion_id,3,3,252,267,114,248,253,107,0.8,0.8,0.8,0.8,0.941333333333333,0.951943952339238,0.4855,0.489,0.438,0.5461,0.6767,0,0.495,0.4901,0.4375,0.5479,0.6927,0,1.0239,1.0218,0.794303,0.672762,1.940824,1,1
line,fusion_id,3,3,261,264,125,254,253,103,0.8,0.8,0.8,0.8,0.966666666666667,0.952950136489979,0.4971,0.4989,0.4489,0.5481,0.964,0,0.501,0.4994,0.4509,0.5499,0.97,0,1.0035,1.0024,0.80813,0.68141,1.921112,1,1
line,fusion_id,3,3,259,244,156,209,249,129,0.8,0.8,0.8,0.8,0.876,0.952347768647399,0.5149,0.4902,0.4187,0.5591,0.7787,0,0.4563,0.488,0.4177,0.5599,0.7253,0,1.0226,1.0271,0.813586,0.68565,1.967266,1,1
line,fusion_id,3,3,194,260,108,215,233,123,0.8,0.8,0.8,0.8,0.787333333333333,0.951685444566483,0.4273,0.4515,0.4041,0.5003,0.052,0,0.4799,0.4551,0.4081,0.5027,0.0633,0,1.1037,1.0958,0.788848,0.668297,1.89398,1,1
line,fusion_id,3,3,264,244,131,292,324,144,0.8,0.8,0.8,0.8,0.818666666666667,0.952889175110428,0.5197,0.4961,0.4441,0.5464,0.8927,0,0.474,0.4933,0.4412,0.5435,0.7967,0,1.0093,1.0149,0.818174,0.711019,1.937966,1,1
line,fusion_id,3,3,241,226,123,250,260,113,0.8,0.8,0.8,0.8,0.856666666666667,0.952129539438961,0.5161,0.5045,0.4556,0.5555,0.858,0,0.4902,0.5025,0.4529,0.5544,0.9227,0,0.9924,0.9962,0.827293,0.707213,1.98097,1,1
line,fusion_id,3,3,282,227,144,250,231,104,0.8,0.8,0.8,0.8,0.867333333333333,0.95195446327187,0.554,0.5369,0.4846,0.5872,0.1327,0,0.5198,0.5343,0.4811,0.586,0.1773,0,0.9297,0.9347,0.781937,0.655727,1.885093,1,1
line,fusion_id,3,3,244,234,125,214,221,92,0.8,0.8,0.8,0.8,0.956,0.95140635191859,0.5105,0.5033,0.4534,0.5565,0.906,0,0.492,0.5027,0.4533,0.557,0.9413,0,0.9947,0.9961,0.809806,0.680995,1.98845,1,1
line,fusion_id,3,3,250,243,124,212,192,115,0.8,0.8,0.8,0.8,0.912,0.950410576938727,0.5071,0.5134,0.4603,0.5677,0.6227,0,0.5248,0.5152,0.4577,0.5701,0.57,0,0.9749,0.9715,0.805027,0.686375,2.013747,1,1
line,fusion_id,3,3,298,247,111,228,253,97,0.8,0.8,0.8,0.8,0.724,0.950388433149387,0.5468,0.5133,0.4616,0.568,0.6173,0,0.474,0.5079,0.4554,0.5623,0.772,0,0.9751,0.9858,0.815323,0.701895,2.002642,1,1
line,fusion_id,3,3,249,212,122,242,270,98,0.8,0.8,0.8,0.8,0.757333333333333,0.951937168954968,0.5401,0.5092,0.4525,0.5693,0.7567,0,0.4727,0.5043,0.446,0.5618,0.8753,0,0.9835,0.9933,0.792188,0.663274,1.93456,1,1
line,fusion_id,3,3,247,257,118,237,225,136,0.8,0.8,0.8,0.8,0.931333333333333,0.95157558970225,0.4901,0.5018,0.4502,0.5535,0.9313,0,0.513,0.503,0.4504,0.557,0.904,0,0.9979,0.9954,0.799593,0.66374,1.981163,1,1
line,fusion_id,3,3,265,224,116,272,236,136,0.8,0.8,0.8,0.8,0.999333333333333,0.9516638575359,0.5419,0.5404,0.4895,0.5927,0.1207,0,0.5354,0.5402,0.4881,0.5915,0.1233,0,0.9233,0.9237,0.800853,0.660879,1.939485,1,1
line,fusion_id,3,3,263,247,109,225,220,91,0.8,0.8,0.8,0.8,0.942,0.951356516579606,0.5157,0.5099,0.4542,0.5667,0.7253,0,0.5056,0.5091,0.4534,0.5654,0.766,0,0.9821,0.9836,0.794993,0.664585,1.975141,1,1
line,fusion_id,3,3,237,256,100,219,248,89,0.8,0.8,0.8,0.8,0.959333333333333,0.953805845232874,0.4807,0.4761,0.4251,0.5245,0.3253,0,0.469,0.4754,0.4258,0.5232,0.3133,0,1.0505,1.0519,0.805375,0.679078,1.965476,1,1
line,fusion_id,3,3,248,253,111,227,291,128,0.8,0.8,0.8,0.8,0.832,0.952623688861578,0.495,0.4672,0.4045,0.5312,0.298,0,0.4382,0.4642,0.4005,0.5277,0.2533,0,1.0704,1.077,0.792079,0.671255,1.925204,1,1
line,fusion_id,3,3,267,258,133,235,277,116,0.8,0.8,0.8,0.8,0.782,0.950229252956957,0.5086,0.4838,0.43,0.5419,0.536,0,0.459,0.4798,0.4266,0.5353,0.4553,0,1.0346,1.043,0.793543,0.654487,1.978186,1,1
line,fusion_id,3,3,276,217,122,270,224,124,0.8,0.8,0.8,0.8,0.952666666666667,0.952266872017293,0.5598,0.5537,0.5055,0.6016,0.0293,1,0.5466,0.5528,0.5031,0.6004,0.0407,1,0.8986,0.9004,0.798778,0.680349,1.912752,1,1
line,fusion_id,3,3,267,220,126,271,250,116,0.8,0.8,0.8,0.8,0.877333333333333,0.951873559508163,0.5483,0.5343,0.4845,0.5856,0.174,0,0.5202,0.5321,0.4814,0.5817,0.1867,0,0.9346,0.9388,0.808084,0.662755,2.007996,1,1
line,fusion_id,3,3,261,217,104,203,242,130,0.8,0.8,0.8,0.8,0.746,0.951440393914127,0.546,0.5069,0.4474,0.5663,0.8187,0,0.4562,0.5019,0.4406,0.5621,0.948,0,0.988,0.998,0.807851,0.690114,1.992432,1,1
line,fusion_id,3,3,234,238,115,283,291,115,0.8,0.8,0.8,0.8,0.991333333333333,0.951326290549017,0.4958,0.494,0.443,0.5455,0.81,0,0.493,0.494,0.4431,0.5463,0.802,0,1.0134,1.0136,0.824735,0.720697,1.980462,1,1
line,fusion_id,3,3,312,212,124,221,239,100,0.8,0.8,0.8,0.8,0.508666666666667,0.946981936026138,0.5954,0.5482,0.4914,0.617,0.0933,0,0.4804,0.5311,0.4612,0.5869,0.2993,0,0.9092,0.9414,0.791073,0.663059,1.95301,1,1
line,fusion_id,3,3,299,251,118,267,222,110,0.8,0.8,0.8,0.8,0.976666666666667,0.951386228976458,0.5436,0.5437,0.4936,0.5924,0.09,0,0.546,0.5439,0.4931,0.5947,0.084,0,0.9171,0.9167,0.79326,0.67826,1.898161,1,1
line,fusion_id,3,3,283,254,134,225,244,123,0.8,0.8,0.8,0.8,0.772,0.950728408824901,0.527,0.5061,0.4587,0.5541,0.8053,0,0.4797,0.5023,0.4564,0.5482,0.9173,0,0.9889,0.9966,0.803676,0.680206,1.980606,1,1
line,fusion_id,3,3,240,220,127,253,225,126,0.8,0.8,0.8,0.8,0.988666666666667,0.952264779273177,0.5217,0.524,0.4677,0.5795,0.3773,0,0.5293,0.5244,0.4713,0.5784,0.3813,0,0.9546,0.9537,0.816768,0.702326,1.963401,1,1
line,fusion_id,3,3,264,267,102,251,197,147,0.8,0.8,0.8,0.8,0.761333333333333,0.952019038160629,0.4972,0.525,0.4699,0.5797,0.3427,0,0.5603,0.5293,0.4737,0.5846,0.294,0,0.9526,0.9444,0.796423,0.674462,1.918732,1,1
line,fusion_id,3,3,244,241,130,240,201,98,0.8,0.8,0.8,0.8,0.83,0.950653565047111,0.5031,0.5215,0.4686,0.5708,0.3847,0,0.5442,0.5245,0.4739,0.5733,0.3193,0,0.959,0.9533,0.805229,0.667148,1.931747,1,1
line,fusion_id,3,3,227,269,109,260,259,98,0.8,0.8,0.8,0.8,0.868666666666667,0.951980911622522,0.4577,0.4804,0.4287,0.5356,0.4267,0,0.501,0.4828,0.4315,0.5357,0.4993,0,1.0415,1.0366,0.794112,0.681856,1.911267,1,1
line,fusion_id,3,3,234,215,117,292,245,101,0.8,0.8,0.8,0.8,0.902666666666667,0.951655196196362,0.5212,0.5324,0.4792,0.5847,0.226,0,0.5438,0.5338,0.4818,0.5855,0.2073,0,0.9384,0.9357,0.799902,0.689287,1.960678,1,1
line,fusion_id,3,3,213,233,109,201,255,110,0.8,0.8,0.8,0.8,0.84,0.951829775218094,0.4776,0.4612,0.4099,0.5153,0.1433,0,0.4408,0.4588,0.4087,0.5129,0.126,0,1.0827,1.0879,0.790956,0.685758,1.901175,1,1
line,fusion_id,3,3,217,253,139,247,244,117,0.8,0.8,0.8,0.8,0.851333333333333,0.951868314892703,0.4617,0.4817,0.4271,0.5354,0.5093,0,0.5031,0.4841,0.4286,0.5378,0.5667,0,1.0389,1.0339,0.795944,0.632135,2.008341,1,1
line,fusion_id,3,3,204,196,139,187,269,121,0.8,0.8,0.8,0.8,0.682666666666667,0.950302335821519,0.51,0.4603,0.4003,0.5301,0.2067,0,0.4101,0.4533,0.394,0.5173,0.1353,0,1.0855,1.1009,0.799255,0.678028,1.959548,1,1
line,fusion_id,3,3,212,203,124,270,257,131,0.8,0.8,0.8,0.8,0.977333333333333,0.952286057394369,0.5108,0.5096,0.4535,0.5657,0.7453,0,0.5123,0.5099,0.4536,0.5673,0.728,0,0.9826,0.982,0.798325,0.677757,1.945108,1,1
line,fusion_id,3,3,198,248,109,263,245,118,0.8,0.8,0.8,0.8,0.712666666666667,0.951862992072261,0.4439,0.4803,0.4274,0.5308,0.4407,0,0.5177,0.4859,0.4345,0.5377,0.572,0,1.0417,1.0302,0.806521,0.668742,2.011919,1,1
line,fusion_id,3,3,232,238,144,273,273,106,0.8,0.8,0.8,0.8,0.996,0.952008029218945,0.4936,0.4956,0.4434,0.5478,0.8867,0,0.5,0.4958,0.4435,0.5459,0.8767,0,1.0105,1.0098,0.808246,0.689298,1.947204,1,1
line,fusion_id,3,3,221,241,110,223,252,109,0.8,0.8,0.8,0.8,0.955333333333333,0.95282794914026,0.4784,0.4753,0.4246,0.5247,0.3273,0,0.4695,0.4746,0.422,0.5244,0.326,0,1.0523,1.0537,0.790909,0.650675,1.961696,1,1
line,fusion_id,3,3,231,233,96,215,229,124,0.8,0.8,0.8,0.8,0.968666666666667,0.951817347100246,0.4978,0.4916,0.438,0.5467,0.732,0,0.4842,0.4908,0.4339,0.5475,0.716,0,1.0186,1.0202,0.816048,0.690451,1.992369,1,1
line,fusion_id,3,3,253,259,110,218,202,133,0.8,0.8,0.8,0.8,0.891333333333333,0.95253591825583,0.4941,0.5045,0.4438,0.5666,0.8947,0,0.519,0.506,0.4458,0.5695,0.8473,0,0.9929,0.99,0.818036,0.697338,1.959715,1,1
line,fusion_id,3,3,230,224,123,237,235,118,0.8,0.8,0.8,0.8,0.973333333333333,0.953635614127499,0.5066,0.5039,0.4512,0.5546,0.8733,0,0.5021,0.5036,0.4496,0.5534,0.8807,0,0.9935,0.9943,0.802397,0.680926,1.998052,1,1
line,fusion_id,3,3,202,295,123,205,199,118,0.8,0.8,0.8,0.8,0.638666666666667,0.950585841086934,0.4064,0.447,0.3849,0.5041,0.0753,0,0.5074,0.4581,0.3996,0.5254,0.1727,0,1.1148,1.0902,0.775478,0.62821,1.975699,1,1
line,fusion_id,3,3,256,262,127,285,222,105,0.8,0.8,0.8,0.8,0.785333333333333,0.951957960137458,0.4942,0.5255,0.4649,0.5892,0.4147,0,0.5621,0.5293,0.4683,0.5923,0.3547,0,0.952,0.9447,0.79779,0.668561,1.988414,1,1
line,fusion_id,3,3,221,285,144,242,215,115,0.8,0.8,0.8,0.8,0.626666666666667,0.952427027785505,0.4368,0.4775,0.426,0.5281,0.392,0,0.5295,0.4848,0.4347,0.5365,0.5573,0,1.0476,1.0325,0.796578,0.672766,1.93211,1,1
line,fusion_id,3,3,232,283,122,273,252,119,0.8,0.8,0.8,0.8,0.773333333333333,0.950765982169231,0.4505,0.4825,0.4229,0.5401,0.5407,0,0.52,0.4878,0.4279,0.5466,0.6533,0,1.0375,1.0266,0.794299,0.662809,1.906999,1,1
line,fusion_id,3,3,252,244,124,313,272,123,0.8,0.8,0.8,0.8,0.880666666666667,0.950532266122727,0.5081,0.5215,0.4665,0.5743,0.4107,0,0.535,0.5234,0.4707,0.576,0.3633,0,0.9592,0.9554,0.801294,0.651433,1.961725,1,1
line,fusion_id,3,3,259,244,101,256,233,117,0.8,0.8,0.8,0.8,0.972666666666667,0.951380089790119,0.5149,0.5189,0.4609,0.5771,0.494,0,0.5235,0.5194,0.4635,0.5761,0.4873,0,0.9644,0.9634,0.789568,0.671155,1.937341,1,1
line,fusion_id,3,3,282,203,112,227,222,107,0.8,0.8,0.8,0.8,0.653333333333333,0.949944317029451,0.5814,0.5485,0.496,0.6015,0.068,0,0.5056,0.5414,0.488,0.593,0.1333,0,0.9083,0.9215,0.789678,0.671396,1.90728,1,1
line,fusion_id,3,3,199,260,123,246,271,100,0.8,0.8,0.8,0.8,0.83,0.952239306145153,0.4336,0.4564,0.402,0.5094,0.1053,0,0.4758,0.459,0.4071,0.5113,0.1233,0,1.0934,1.0875,0.802564,0.661885,1.998859,1,1
line,fusion_id,3,3,235,230,123,246,261,132,0.8,0.8,0.8,0.8,0.931333333333333,0.950799950026273,0.5054,0.4965,0.4442,0.5496,0.8947,0,0.4852,0.4953,0.4413,0.5482,0.8807,0,1.0086,1.011,0.798959,0.674452,1.913214,1,1
line,fusion_id,3,3,230,236,127,262,259,91,0.8,0.8,0.8,0.8,0.974666666666667,0.952208405888214,0.4936,0.4975,0.4417,0.5505,0.9433,0,0.5029,0.4979,0.4432,0.5504,0.9527,0,1.0067,1.0059,0.825129,0.696885,1.95922,1,1
line,fusion_id,3,3,278,254,127,249,209,128,0.8,0.8,0.8,0.8,0.948,0.953345154685621,0.5226,0.5321,0.4667,0.5958,0.3233,0,0.5437,0.533,0.4675,0.5951,0.3053,0,0.9395,0.9377,0.78649,0.681673,1.892186,1,1
line,fusion_id,3,3,234,204,124,257,205,128,0.8,0.8,0.8,0.8,0.918,0.952804245963442,0.5342,0.5458,0.4945,0.5957,0.0807,0,0.5563,0.547,0.4957,0.5981,0.0773,0,0.9133,0.9111,0.803929,0.66888,2.005673,1,1
line,fusion_id,3,3,243,256,128,263,246,121,0.8,0.8,0.8,0.8,0.899333333333333,0.951311428969349,0.487,0.5001,0.4451,0.5512,0.982,0,0.5167,0.502,0.448,0.5529,0.9107,0,1.0013,0.9973,0.800695,0.669589,1.961455,1,1
line,fusion_id,3,3,205,249,96,252,266,114,0.8,0.8,0.8,0.8,0.872666666666667,0.951120915798756,0.4515,0.4695,0.405,0.5356,0.36,0,0.4865,0.4712,0.4056,0.5402,0.376,0,1.0658,1.0621,0.798561,0.677782,1.968618,1,1
line,fusion_id,3,3,244,192,100,273,209,117,0.8,0.8,0.8,0.8,0.993333333333333,0.95176970385534,0.5596,0.5616,0.509,0.6118,0.0227,1,0.5664,0.5618,0.5074,0.6105,0.026,1,0.8844,0.8842,0.818246,0.681957,1.983679,1,1
line,fusion_id,3,3,268,272,122,236,242,112,0.8,0.8,0.8,0.8,0.971333333333333,0.953924473898302,0.4963,0.4944,0.4415,0.5431,0.832,0,0.4937,0.4939,0.4425,0.5417,0.8253,0,1.0126,1.0136,0.800919,0.660928,1.934203,1,1
line,fusion_id,3,3,262,218,124,238,197,98,0.8,0.8,0.8,0.8,0.994,0.951843107509941,0.5458,0.5458,0.4922,0.6015,0.0913,0,0.5471,0.5458,0.4909,0.6013,0.0927,0,0.9135,0.9133,0.822031,0.707689,1.978234,1,1
line,fusion_id,3,3,227,223,122,237,242,116,0.8,0.8,0.8,0.8,0.98,0.951483007490049,0.5044,0.4999,0.4493,0.5518,0.9807,0,0.4948,0.4992,0.4488,0.5516,0.992,0,1.0016,1.0029,0.814053,0.688003,1.954417,1,1
line,fusion_id,3,3,243,256,127,251,268,116,0.8,0.8,0.8,0.8,0.973333333333333,0.951692626079116,0.487,0.486,0.4321,0.5404,0.5913,0,0.4836,0.4857,0.4314,0.5395,0.5653,0,1.0299,1.0306,0.832684,0.711694,1.956446,1,1
line,fusion_id,3,3,254,274,137,253,203,119,0.8,0.8,0.8,0.8,0.779333333333333,0.950875833791257,0.4811,0.5135,0.4561,0.5685,0.6107,0,0.5548,0.5176,0.4609,0.5749,0.5253,0,0.9749,0.967,0.819218,0.697714,1.988689,1,1
